Province,Area,Bedrooms,Bathrooms,Floors,HouseType,Price
Quảng Ninh,115.0,1,1,3,Nhà trọ,8.113
Khánh Hòa,242.5,1,1,5,Nhà trọ,13.89
Quảng Ninh,277.1,3,2,2,Nhà trọ,14.195
Cần Thơ,74.5,4,5,1,Biệt thự,23.152
TP.HCM,160.0,3,3,1,Nhà phố,49.158
Khánh Hòa,207.3,3,4,2,Chung cư,18.984
Bình Dương,36.4,2,1,2,Nhà trọ,3.553
Khánh Hòa,66.2,4,4,1,Biệt thự,41.43
Cần Thơ,341.0,4,3,4,Nhà trọ,17.92
Bà Rịa-VT,75.1,3,3,2,Biệt thự,15.373
TP.HCM,20.0,2,3,4,Nhà phố,13.14
Bình Dương,83.7,1,1,3,Nhà trọ,8.049
Cần Thơ,176.8,1,2,3,Biệt thự,43.133
Cần Thơ,90.4,3,2,3,Đất nền,10.259
Hà Nội,138.3,4,4,3,Đất nền,28.155
TP.HCM,158.1,4,3,3,Biệt thự,71.161
Khánh Hòa,72.8,3,3,3,Nhà trọ,7.515
Đà Nẵng,65.9,4,5,2,Nhà trọ,7.133
Bà Rịa-VT,98.7,5,5,5,Nhà phố,20.19
Đà Nẵng,100.1,2,2,3,Nhà phố,28.38
Khánh Hòa,93.0,2,3,3,Chung cư,19.853
Khánh Hòa,95.3,5,5,4,Nhà phố,21.554
TP.HCM,57.4,2,3,1,Nhà trọ,8.832
Khánh Hòa,141.2,4,4,1,Chung cư,26.894
Hà Nội,129.0,5,4,2,Nhà phố,46.594
Bình Dương,40.4,3,3,2,Biệt thự,14.817
Khánh Hòa,71.3,4,4,3,Đất nền,24.127
Đà Nẵng,95.2,3,2,2,Nhà phố,16.009
Khánh Hòa,65.3,3,4,2,Nhà phố,15.436
Hà Nội,132.0,2,2,2,Biệt thự,57.927
Quảng Ninh,86.5,1,1,1,Nhà trọ,7.216
Quảng Ninh,99.6,2,3,3,Biệt thự,21.319
Cần Thơ,70.8,3,4,3,Nhà phố,12.623
Bà Rịa-VT,27.2,2,2,1,Nhà trọ,2.648
Hải Phòng,26.3,1,2,2,Chung cư,4.153
Bình Dương,128.2,2,3,2,Nhà phố,21.161
Đồng Nai,105.7,3,2,1,Biệt thự,30.156
Cần Thơ,117.1,5,4,1,Chung cư,14.209
Bà Rịa-VT,97.6,5,5,5,Đất nền,13.586
Quảng Ninh,102.4,3,2,2,Chung cư,14.876
Đà Nẵng,161.0,4,5,1,Biệt thự,55.293
Đồng Nai,117.5,3,3,1,Chung cư,14.363
Bà Rịa-VT,168.1,3,2,3,Biệt thự,36.037
Bà Rịa-VT,99.8,3,4,3,Nhà phố,17.398
Cần Thơ,75.2,2,3,3,Nhà trọ,4.922
Đồng Nai,101.1,5,4,1,Đất nền,12.01
TP.HCM,54.5,2,1,4,Nhà trọ,10.481
Hải Phòng,71.7,3,3,2,Nhà trọ,7.291
TP.HCM,100.1,3,4,2,Nhà trọ,10.366
Đồng Nai,99.3,2,2,2,Biệt thự,25.119
TP.HCM,84.4,2,2,2,Biệt thự,38.495
Hà Nội,39.1,3,3,4,Đất nền,10.674
Quảng Ninh,131.9,1,1,4,Biệt thự,31.687
Hà Nội,148.5,3,3,2,Biệt thự,73.823
Khánh Hòa,241.3,3,2,4,Biệt thự,76.481
TP.HCM,117.3,3,2,3,Biệt thự,41.56
Khánh Hòa,90.1,3,3,4,Nhà phố,19.822
Đà Nẵng,49.0,3,3,1,Đất nền,9.812
Bình Dương,220.3,3,4,2,Biệt thự,33.109
Đà Nẵng,104.4,3,3,1,Đất nền,17.429
Đồng Nai,101.1,4,5,3,Chung cư,15.392
Bà Rịa-VT,77.3,3,3,1,Nhà phố,15.857
Quảng Ninh,74.4,4,4,2,Biệt thự,21.982
TP.HCM,136.0,2,2,2,Nhà phố,27.896
Cần Thơ,48.8,3,3,2,Nhà phố,10.81
Bình Dương,238.7,5,5,3,Chung cư,38.032
Hải Phòng,209.5,2,3,4,Đất nền,23.626
Hải Phòng,72.8,2,2,3,Nhà phố,11.59
Hải Phòng,53.6,3,3,4,Nhà trọ,4.864
TP.HCM,26.9,2,3,1,Chung cư,8.716
Hải Phòng,42.5,2,1,2,Nhà trọ,2.737
Hà Nội,139.5,5,4,2,Chung cư,36.509
Bình Dương,108.8,3,2,1,Nhà trọ,5.963
Hà Nội,121.0,2,3,2,Nhà trọ,11.053
Bà Rịa-VT,29.7,5,5,3,Nhà phố,7.863
Bình Dương,71.0,5,4,2,Nhà phố,13.054
Hà Nội,204.5,3,2,3,Chung cư,38.835
Bình Dương,85.0,2,2,2,Đất nền,12.32
Bà Rịa-VT,42.0,4,5,1,Nhà phố,9.473
Khánh Hòa,84.2,3,4,1,Nhà phố,16.321
TP.HCM,56.7,3,2,2,Biệt thự,41.96
TP.HCM,110.0,4,3,1,Nhà phố,54.261
Hải Phòng,91.1,3,4,1,Đất nền,9.008
Đà Nẵng,124.7,2,2,2,Biệt thự,34.238
Hải Phòng,43.3,3,2,2,Nhà trọ,4.177
Đồng Nai,68.8,2,3,2,Nhà trọ,6.831
Hà Nội,173.2,4,5,3,Biệt thự,71.342
Bình Dương,39.9,3,3,3,Biệt thự,13.304
Đà Nẵng,49.3,1,1,2,Biệt thự,18.525
Bà Rịa-VT,101.5,3,2,3,Chung cư,12.247
Đồng Nai,106.9,2,1,3,Đất nền,10.566
Bà Rịa-VT,67.1,2,1,3,Đất nền,5.603
TP.HCM,76.2,3,4,2,Nhà trọ,14.173
TP.HCM,124.0,2,1,1,Nhà trọ,15.888
Hải Phòng,149.9,4,5,3,Nhà trọ,8.699
Hà Nội,47.4,1,1,2,Nhà phố,14.564
Đà Nẵng,112.0,3,3,4,Nhà trọ,7.346
Quảng Ninh,223.0,4,4,3,Biệt thự,59.28
Đồng Nai,84.0,3,4,2,Nhà trọ,5.882
Đồng Nai,47.1,3,3,1,Biệt thự,14.682
Hải Phòng,45.8,5,5,1,Chung cư,8.834
TP.HCM,81.7,2,3,2,Nhà phố,29.288
Hải Phòng,167.6,1,1,2,Nhà phố,28.544
Bình Dương,87.8,3,4,1,Đất nền,12.365
Đà Nẵng,100.8,1,1,2,Chung cư,12.74
Hà Nội,49.5,5,4,1,Biệt thự,40.168
Khánh Hòa,162.4,2,1,5,Chung cư,26.398
Cần Thơ,45.3,4,4,1,Nhà phố,9.483
Cần Thơ,66.5,4,4,4,Biệt thự,20.806
Hải Phòng,131.4,2,2,4,Chung cư,14.273
Bình Dương,26.5,3,3,2,Nhà phố,9.884
Đà Nẵng,99.9,1,1,3,Biệt thự,27.626
Quảng Ninh,48.3,3,4,2,Biệt thự,15.509
Cần Thơ,90.9,1,2,3,Nhà phố,19.759
Đà Nẵng,72.9,4,3,2,Biệt thự,34.657
Hà Nội,318.5,5,5,2,Nhà phố,73.168
Bà Rịa-VT,71.1,2,1,2,Nhà trọ,4.436
Bình Dương,271.9,2,3,2,Nhà trọ,17.005
TP.HCM,128.0,4,4,2,Biệt thự,75.277
Đà Nẵng,55.7,2,2,1,Biệt thự,20.211
Hà Nội,109.8,4,4,2,Nhà phố,44.96
Quảng Ninh,75.0,3,2,1,Biệt thự,21.172
Khánh Hòa,104.1,2,1,1,Đất nền,13.616
TP.HCM,58.7,4,5,1,Nhà trọ,13.014
Khánh Hòa,248.2,3,4,1,Biệt thự,83.661
Quảng Ninh,156.8,4,5,1,Biệt thự,39.682
Hà Nội,91.8,4,3,3,Chung cư,22.934
Cần Thơ,254.0,2,3,1,Biệt thự,49.648
Khánh Hòa,94.1,1,1,3,Đất nền,12.693
TP.HCM,173.9,5,5,1,Nhà trọ,20.179
Hải Phòng,92.1,4,4,4,Chung cư,11.161
Đồng Nai,114.0,1,1,2,Nhà phố,13.842
Đà Nẵng,85.7,4,4,2,Nhà phố,16.204
Cần Thơ,95.3,3,3,2,Nhà trọ,4.956
Khánh Hòa,99.7,2,2,2,Nhà phố,22.096
Bà Rịa-VT,60.2,4,3,2,Đất nền,7.096
Đà Nẵng,70.8,2,1,1,Biệt thự,21.256
Hải Phòng,79.0,5,4,5,Nhà trọ,4.371
Quảng Ninh,103.3,2,1,2,Chung cư,14.681
Đồng Nai,88.4,3,4,2,Biệt thự,31.908
Hà Nội,182.0,2,1,3,Nhà phố,51.475
Hải Phòng,149.6,3,3,2,Nhà phố,35.344
Hải Phòng,80.0,3,2,3,Chung cư,8.513
Quảng Ninh,206.2,2,3,2,Đất nền,26.19
Bình Dương,276.9,3,4,3,Chung cư,26.114
Quảng Ninh,26.4,3,4,1,Nhà trọ,3.159
Bình Dương,157.5,1,1,3,Chung cư,13.543
Bình Dương,59.4,4,3,3,Nhà phố,14.972
Cần Thơ,145.5,2,1,1,Đất nền,12.798
Cần Thơ,189.2,3,2,1,Đất nền,15.234
TP.HCM,53.2,3,3,2,Chung cư,18.517
Khánh Hòa,29.6,3,3,5,Nhà trọ,5.328
Khánh Hòa,148.6,2,3,1,Nhà phố,28.789
Hà Nội,97.6,3,4,2,Biệt thự,43.01
Khánh Hòa,33.1,3,2,1,Đất nền,8.177
Cần Thơ,410.6,3,3,2,Chung cư,31.744
TP.HCM,130.9,4,4,2,Nhà trọ,21.248
TP.HCM,134.6,3,2,5,Nhà trọ,22.421
Bình Dương,204.3,1,1,2,Nhà phố,22.562
Quảng Ninh,63.5,2,3,3,Đất nền,9.202
Hà Nội,97.3,2,3,2,Nhà phố,43.745
Bình Dương,40.8,2,3,1,Biệt thự,15.684
Quảng Ninh,62.5,2,1,2,Biệt thự,18.1
Khánh Hòa,113.5,2,1,2,Biệt thự,46.668
Bình Dương,33.1,2,3,5,Nhà trọ,3.755
Đà Nẵng,61.5,1,2,4,Đất nền,9.07
Khánh Hòa,51.6,1,1,1,Nhà phố,9.038
Quảng Ninh,98.0,2,2,1,Nhà phố,15.367
Hà Nội,127.1,2,3,1,Biệt thự,59.577
Quảng Ninh,140.5,3,4,4,Đất nền,15.716
Bình Dương,163.9,3,3,4,Đất nền,22.423
Bình Dương,205.1,2,3,3,Chung cư,20.184
Hải Phòng,129.6,3,3,2,Đất nền,11.908
Hà Nội,279.3,2,2,2,Đất nền,62.451
Bà Rịa-VT,96.7,2,2,2,Nhà phố,13.158
Khánh Hòa,81.1,1,1,1,Đất nền,10.972
TP.HCM,129.6,3,2,2,Đất nền,25.51
Hà Nội,79.1,3,4,1,Nhà phố,22.402
TP.HCM,273.6,2,2,1,Đất nền,65.653
Hà Nội,177.4,2,1,4,Nhà phố,42.055
Hà Nội,141.2,4,5,3,Chung cư,24.412
Quảng Ninh,97.4,2,3,2,Nhà trọ,5.53
Hà Nội,70.5,2,3,2,Nhà phố,15.32
Hải Phòng,137.1,4,5,2,Nhà phố,21.354
Bà Rịa-VT,45.8,4,5,3,Đất nền,5.534
Bình Dương,226.0,3,3,3,Nhà phố,42.879
Đồng Nai,80.9,3,4,3,Biệt thự,21.66
TP.HCM,108.1,2,2,3,Biệt thự,65.496
Bình Dương,52.2,1,1,1,Chung cư,8.532
Đồng Nai,138.9,3,4,2,Nhà phố,27.191
Bà Rịa-VT,68.6,1,1,2,Đất nền,5.508
Bà Rịa-VT,132.9,3,3,2,Đất nền,11.813
TP.HCM,141.8,5,5,3,Nhà trọ,14.802
TP.HCM,61.0,5,4,2,Chung cư,19.809
Bà Rịa-VT,45.9,2,3,1,Đất nền,4.172
Đồng Nai,225.7,3,4,2,Nhà trọ,15.263
Hà Nội,80.2,3,2,5,Đất nền,28.387
Khánh Hòa,103.0,4,3,1,Nhà trọ,10.986
Đà Nẵng,120.5,2,1,3,Biệt thự,24.419
Bình Dương,42.4,1,2,2,Biệt thự,12.777
Quảng Ninh,118.8,2,3,1,Đất nền,11.357
Bình Dương,95.5,2,3,2,Chung cư,12.647
Quảng Ninh,61.2,2,1,3,Nhà phố,9.196
Đồng Nai,45.0,4,5,2,Chung cư,8.977
Quảng Ninh,129.5,3,3,4,Chung cư,11.436
TP.HCM,177.1,2,1,1,Nhà phố,42.203
Khánh Hòa,100.2,3,4,1,Biệt thự,43.712
Khánh Hòa,38.1,1,1,4,Biệt thự,13.727
TP.HCM,47.7,4,4,2,Nhà phố,27.14
Hải Phòng,69.5,5,5,2,Nhà trọ,4.77
Đồng Nai,230.2,5,4,3,Chung cư,36.528
Hải Phòng,77.6,4,3,2,Đất nền,8.197
Hải Phòng,68.0,2,2,3,Biệt thự,18.543
Bình Dương,33.0,1,1,1,Đất nền,4.323
Bà Rịa-VT,60.7,3,3,1,Nhà phố,9.247
Bình Dương,43.0,4,4,1,Đất nền,7.784
Bà Rịa-VT,49.3,2,3,3,Đất nền,6.28
Đà Nẵng,96.7,1,1,1,Chung cư,14.96
Quảng Ninh,70.8,4,3,3,Nhà phố,16.749
Bà Rịa-VT,249.6,1,2,4,Đất nền,18.105
TP.HCM,171.9,3,3,2,Biệt thự,80.749
Bình Dương,62.5,3,2,2,Nhà phố,21.611
Đồng Nai,51.9,2,3,2,Biệt thự,19.814
Quảng Ninh,206.4,1,2,2,Nhà trọ,8.941
Đà Nẵng,243.7,4,3,2,Đất nền,29.149
Bà Rịa-VT,24.1,3,4,3,Nhà phố,6.937
Đà Nẵng,95.2,5,5,5,Biệt thự,38.974
Đồng Nai,77.4,2,3,4,Đất nền,7.094
Hải Phòng,132.9,1,1,4,Chung cư,12.837
Khánh Hòa,288.8,3,3,4,Biệt thự,133.052
Đồng Nai,67.3,3,2,2,Biệt thự,22.305
Cần Thơ,26.1,2,3,3,Nhà trọ,1.617
Đồng Nai,127.4,4,4,4,Chung cư,20.595
Đà Nẵng,207.3,2,2,2,Nhà trọ,18.129
TP.HCM,75.0,2,3,5,Chung cư,19.1
Bình Dương,59.0,1,1,2,Biệt thự,19.037
TP.HCM,69.2,2,3,3,Nhà trọ,8.61
Đà Nẵng,149.9,3,2,3,Đất nền,16.832
Bình Dương,68.5,3,3,5,Chung cư,15.168
Cần Thơ,109.6,3,3,1,Biệt thự,24.318
Khánh Hòa,91.5,4,5,3,Nhà phố,18.098
Quảng Ninh,86.0,2,3,2,Chung cư,9.796
Đà Nẵng,137.1,1,2,1,Chung cư,17.067
Bà Rịa-VT,67.5,1,2,3,Đất nền,7.825
Đà Nẵng,69.5,2,2,2,Chung cư,10.777
Đà Nẵng,145.3,3,2,3,Chung cư,18.64
Bình Dương,49.8,3,2,2,Đất nền,8.871
Hà Nội,53.1,4,3,2,Đất nền,13.637
Đồng Nai,42.3,2,1,3,Nhà trọ,2.894
Hà Nội,149.8,2,3,2,Biệt thự,79.29
Cần Thơ,84.5,3,3,1,Biệt thự,21.987
Bà Rịa-VT,40.9,1,1,5,Nhà trọ,2.804
Khánh Hòa,150.2,3,3,2,Biệt thự,54.038
Hải Phòng,64.5,5,5,3,Chung cư,8.973
Cần Thơ,53.4,2,2,2,Nhà trọ,3.213
Hải Phòng,80.0,4,5,2,Nhà trọ,6.507
Hải Phòng,218.6,3,3,2,Biệt thự,48.975
Khánh Hòa,71.0,2,1,2,Nhà phố,21.837
TP.HCM,127.1,3,4,2,Biệt thự,69.823
Hà Nội,139.2,2,2,2,Nhà phố,44.604
Đà Nẵng,117.4,1,1,2,Nhà trọ,8.356
Quảng Ninh,193.0,3,2,1,Nhà phố,33.865
Hải Phòng,58.9,4,3,2,Chung cư,9.832
Bà Rịa-VT,48.1,2,3,1,Đất nền,5.123
Cần Thơ,47.6,2,3,1,Nhà phố,8.702
TP.HCM,82.5,4,4,4,Đất nền,17.786
Hải Phòng,51.0,4,3,3,Chung cư,9.562
TP.HCM,98.3,3,3,3,Đất nền,21.8
TP.HCM,94.3,2,2,2,Chung cư,19.581
Hải Phòng,165.9,4,3,4,Đất nền,21.346
Bình Dương,107.2,2,2,3,Đất nền,9.334
Đồng Nai,70.1,3,4,3,Biệt thự,20.792
Bà Rịa-VT,115.2,1,1,2,Nhà phố,17.803
Đà Nẵng,48.5,3,2,5,Đất nền,9.535
Đà Nẵng,88.0,2,3,3,Nhà trọ,7.489
Bà Rịa-VT,109.0,3,4,4,Biệt thự,27.712
Bình Dương,97.3,2,2,1,Nhà phố,17.828
Đà Nẵng,115.5,2,2,1,Biệt thự,25.561
TP.HCM,61.2,3,4,1,Nhà phố,23.801
Khánh Hòa,179.7,4,4,1,Chung cư,38.768
Cần Thơ,268.6,5,4,4,Đất nền,20.611
Hà Nội,34.4,2,2,1,Nhà trọ,4.714
Đà Nẵng,43.4,3,3,1,Biệt thự,17.141
Bà Rịa-VT,92.4,3,4,1,Biệt thự,21.614
Khánh Hòa,77.2,2,2,1,Biệt thự,24.961
Hải Phòng,280.9,1,1,1,Biệt thự,64.781
Đồng Nai,102.7,3,3,3,Đất nền,11.793
Bà Rịa-VT,207.6,5,4,2,Nhà phố,33.483
TP.HCM,26.3,3,3,1,Đất nền,7.693
Đồng Nai,146.7,3,2,2,Chung cư,15.026
Cần Thơ,58.6,3,2,2,Đất nền,6.235
Cần Thơ,58.0,2,1,1,Đất nền,6.076
Bình Dương,77.6,4,3,3,Chung cư,10.353
Quảng Ninh,38.3,3,4,3,Đất nền,7.42
Bình Dương,117.4,2,1,3,Nhà phố,25.818
Khánh Hòa,100.9,4,4,3,Nhà trọ,8.612
Đồng Nai,105.6,2,1,1,Chung cư,10.166
Quảng Ninh,153.3,5,5,5,Biệt thự,37.286
Hải Phòng,223.4,2,1,3,Nhà phố,54.664
TP.HCM,72.4,2,3,4,Nhà trọ,9.944
Đồng Nai,119.9,2,1,1,Nhà phố,25.25
Bình Dương,107.3,3,2,4,Nhà phố,16.13
Hà Nội,112.9,1,2,3,Biệt thự,39.026
Quảng Ninh,113.9,3,2,3,Nhà trọ,6.166
Quảng Ninh,233.8,3,3,1,Nhà phố,27.819
TP.HCM,68.3,3,2,3,Biệt thự,39.172
Đà Nẵng,36.0,1,1,5,Chung cư,5.959
Cần Thơ,59.2,3,2,3,Biệt thự,14.396
Cần Thơ,141.8,1,2,2,Đất nền,14.686
Hà Nội,91.3,3,2,4,Biệt thự,57.799
Khánh Hòa,68.0,1,1,2,Biệt thự,28.436
Khánh Hòa,47.2,4,4,2,Biệt thự,28.975
Hải Phòng,102.8,3,2,2,Nhà phố,17.852
Đồng Nai,132.5,3,2,4,Nhà trọ,7.719
Bà Rịa-VT,108.2,3,2,1,Biệt thự,19.269
Đà Nẵng,77.3,2,1,2,Biệt thự,26.701
Bình Dương,98.3,2,2,3,Đất nền,8.858
Bà Rịa-VT,98.0,4,4,3,Đất nền,8.191
Bà Rịa-VT,100.9,4,5,2,Chung cư,14.535
Quảng Ninh,44.2,1,1,4,Chung cư,8.282
Hà Nội,101.3,3,4,4,Đất nền,22.314
Cần Thơ,69.1,3,4,1,Nhà trọ,5.957
Hải Phòng,168.1,3,2,2,Chung cư,17.142
Khánh Hòa,97.5,1,1,1,Nhà trọ,5.919
Hà Nội,148.6,2,2,2,Đất nền,27.628
Quảng Ninh,75.1,2,1,2,Chung cư,9.304
Bình Dương,76.8,4,3,4,Biệt thự,27.842
Hải Phòng,220.6,3,3,3,Đất nền,19.789
Quảng Ninh,117.0,3,2,1,Chung cư,15.127
Cần Thơ,58.6,5,4,1,Nhà trọ,3.977
Cần Thơ,154.2,3,2,2,Nhà trọ,7.177
Cần Thơ,65.4,4,4,2,Chung cư,7.374
Hà Nội,103.1,3,4,1,Nhà trọ,12.466
Hà Nội,271.0,2,3,4,Chung cư,38.894
Khánh Hòa,38.1,4,3,4,Chung cư,9.465
Khánh Hòa,81.0,3,3,2,Nhà trọ,7.112
Bình Dương,115.0,2,1,4,Nhà phố,19.411
Hải Phòng,142.4,2,2,2,Biệt thự,25.018
TP.HCM,42.7,1,1,3,Đất nền,10.053
TP.HCM,35.8,3,3,2,Biệt thự,36.868
Quảng Ninh,173.2,4,4,1,Đất nền,16.883
Cần Thơ,58.4,5,5,4,Đất nền,11.801
Hải Phòng,57.0,5,4,2,Biệt thự,28.46
Bà Rịa-VT,228.2,2,3,3,Chung cư,23.343
Hà Nội,93.9,2,3,2,Nhà trọ,11.001
Đồng Nai,94.2,1,1,1,Nhà phố,14.003
Đà Nẵng,80.8,4,3,1,Nhà phố,22.683
Bình Dương,43.2,2,2,2,Nhà phố,9.149
Cần Thơ,135.0,3,3,3,Biệt thự,21.496
Cần Thơ,115.1,3,3,2,Biệt thự,30.007
Cần Thơ,99.6,3,2,3,Chung cư,8.696
Hà Nội,83.9,2,1,3,Nhà phố,20.447
Hà Nội,75.5,5,5,3,Chung cư,21.19
Đà Nẵng,155.6,5,4,2,Nhà phố,33.104
Bà Rịa-VT,82.7,2,2,4,Biệt thự,14.702
Hải Phòng,86.6,3,2,2,Nhà trọ,6.131
Cần Thơ,123.7,5,4,2,Nhà trọ,9.592
TP.HCM,102.0,1,2,1,Nhà trọ,9.494
Khánh Hòa,241.1,3,3,2,Nhà trọ,25.022
TP.HCM,31.3,2,3,1,Đất nền,6.826
Quảng Ninh,107.8,3,4,3,Nhà phố,28.436
TP.HCM,58.9,1,1,1,Nhà trọ,6.627
Quảng Ninh,51.1,3,3,2,Đất nền,6.819
Đồng Nai,68.4,2,1,3,Đất nền,5.119
Khánh Hòa,93.0,3,3,2,Đất nền,14.272
TP.HCM,95.5,5,5,1,Chung cư,27.985
Đồng Nai,36.2,4,5,1,Chung cư,7.362
Bình Dương,65.1,4,4,3,Đất nền,8.968
Hải Phòng,106.6,3,4,1,Nhà trọ,5.94
Đồng Nai,53.2,1,1,2,Nhà phố,11.276
Hải Phòng,46.1,2,3,2,Biệt thự,15.317
TP.HCM,23.3,4,3,3,Chung cư,16.719
Bà Rịa-VT,60.5,2,3,3,Nhà trọ,3.575
Đồng Nai,45.2,2,1,3,Nhà trọ,3.216
Khánh Hòa,49.9,3,2,1,Biệt thự,26.0
TP.HCM,76.5,2,2,1,Biệt thự,28.76
Cần Thơ,62.8,2,1,1,Nhà trọ,2.888
Hà Nội,44.7,5,5,1,Biệt thự,42.594
Đồng Nai,25.3,4,5,1,Nhà trọ,2.859
Khánh Hòa,107.9,3,4,2,Biệt thự,28.786
Bình Dương,141.4,5,5,2,Biệt thự,63.11
Cần Thơ,70.9,3,2,3,Nhà trọ,3.608
Bình Dương,76.7,3,4,2,Đất nền,10.659
TP.HCM,90.2,1,2,3,Nhà trọ,11.474
Hà Nội,232.1,2,2,2,Nhà phố,33.472
Đồng Nai,35.1,3,3,1,Biệt thự,12.919
Đồng Nai,70.2,4,5,2,Chung cư,11.833
Bà Rịa-VT,32.0,3,4,1,Biệt thự,12.598
Bà Rịa-VT,111.9,2,1,1,Nhà phố,17.326
TP.HCM,82.6,2,1,2,Chung cư,17.419
TP.HCM,101.7,4,5,4,Chung cư,32.729
Hà Nội,98.7,2,2,3,Nhà trọ,9.733
Bà Rịa-VT,163.1,3,4,1,Đất nền,10.263
Khánh Hòa,124.3,1,1,3,Nhà trọ,7.739
Khánh Hòa,148.2,1,1,3,Chung cư,15.722
Hà Nội,47.5,3,3,3,Chung cư,16.672
Khánh Hòa,184.2,3,2,3,Đất nền,18.133
Quảng Ninh,58.4,2,3,2,Biệt thự,17.734
Hải Phòng,60.4,2,3,1,Đất nền,6.63
Hà Nội,105.9,4,5,2,Nhà trọ,13.364
Hà Nội,107.9,2,1,2,Biệt thự,59.717
Đà Nẵng,47.3,3,3,2,Nhà trọ,4.77
Cần Thơ,81.1,5,4,2,Đất nền,10.832
Cần Thơ,219.8,2,3,4,Biệt thự,46.4
Quảng Ninh,37.3,5,4,4,Đất nền,7.026
Bà Rịa-VT,219.5,2,2,4,Nhà phố,44.014
TP.HCM,77.9,3,2,3,Chung cư,15.228
TP.HCM,22.1,2,3,4,Biệt thự,30.095
Bình Dương,39.6,5,5,1,Chung cư,10.459
Quảng Ninh,50.5,2,1,1,Nhà phố,7.798
Hà Nội,61.9,2,1,2,Biệt thự,40.681
Quảng Ninh,84.5,5,5,3,Chung cư,8.48
Quảng Ninh,20.0,3,3,2,Chung cư,4.314
Quảng Ninh,100.7,3,4,3,Biệt thự,21.44
Cần Thơ,47.8,2,2,1,Chung cư,6.227
Quảng Ninh,207.3,3,4,1,Chung cư,16.721
Hải Phòng,76.5,1,1,3,Biệt thự,20.838
TP.HCM,158.5,1,2,1,Chung cư,30.432
Bình Dương,175.2,3,2,2,Chung cư,18.642
Hải Phòng,172.4,2,2,1,Nhà trọ,10.561
Bình Dương,64.1,5,4,2,Nhà trọ,6.051
Đà Nẵng,63.6,4,4,3,Nhà phố,14.716
Bình Dương,78.7,3,2,2,Nhà trọ,10.657
TP.HCM,131.9,4,3,2,Nhà trọ,15.772
TP.HCM,66.3,3,2,1,Nhà phố,15.895
Quảng Ninh,83.8,2,1,3,Chung cư,7.861
Đồng Nai,106.1,4,5,2,Chung cư,10.902
Đà Nẵng,52.3,2,1,3,Nhà trọ,5.7
Hà Nội,50.4,2,3,3,Nhà phố,20.224
Khánh Hòa,81.9,4,4,1,Chung cư,17.039
Bình Dương,88.6,3,3,4,Đất nền,10.676
Đồng Nai,116.8,4,5,3,Biệt thự,32.112
Quảng Ninh,134.7,2,2,2,Biệt thự,28.352
Cần Thơ,46.6,3,3,1,Biệt thự,14.089
Hà Nội,55.3,1,1,4,Nhà trọ,7.993
Bà Rịa-VT,50.3,3,2,3,Biệt thự,15.505
Đồng Nai,210.1,4,3,1,Biệt thự,55.056
Cần Thơ,83.8,3,4,2,Đất nền,9.846
Đà Nẵng,90.9,2,3,3,Chung cư,16.635
Quảng Ninh,93.2,1,1,3,Đất nền,9.032
Hà Nội,58.6,2,1,3,Nhà trọ,7.859
Hà Nội,230.1,3,4,2,Biệt thự,119.914
Hà Nội,115.2,5,5,3,Chung cư,24.019
Đà Nẵng,92.2,2,1,2,Biệt thự,24.055
Bình Dương,46.4,3,4,1,Biệt thự,14.47
Bà Rịa-VT,44.8,4,3,3,Nhà trọ,3.96
Đà Nẵng,74.8,3,3,5,Biệt thự,20.67
Khánh Hòa,59.1,3,3,2,Nhà phố,18.993
Bà Rịa-VT,47.4,4,4,2,Chung cư,6.994
TP.HCM,72.1,2,1,3,Chung cư,21.92
Quảng Ninh,79.1,2,3,2,Nhà phố,11.775
Đà Nẵng,98.0,1,1,3,Nhà trọ,7.022
Cần Thơ,66.5,5,5,3,Biệt thự,28.281
Bà Rịa-VT,49.2,4,4,1,Biệt thự,20.664
Khánh Hòa,50.2,4,5,5,Chung cư,12.011
TP.HCM,186.4,1,2,3,Nhà trọ,21.713
Bình Dương,42.5,3,2,4,Nhà trọ,4.695
Cần Thơ,111.9,2,2,3,Nhà trọ,6.834
Bà Rịa-VT,122.9,1,2,4,Biệt thự,24.025
Quảng Ninh,83.7,3,2,1,Nhà trọ,6.917
Cần Thơ,260.0,5,5,2,Nhà phố,25.336
TP.HCM,121.6,4,5,4,Đất nền,26.126
Cần Thơ,272.0,3,4,1,Nhà trọ,15.207
Hải Phòng,60.9,1,1,1,Đất nền,6.479
Đồng Nai,61.5,2,2,3,Biệt thự,23.733
Bình Dương,123.5,2,2,3,Nhà trọ,10.661
TP.HCM,76.9,4,5,1,Chung cư,21.072
Cần Thơ,247.5,4,4,4,Biệt thự,69.915
Đồng Nai,110.5,2,1,3,Nhà phố,15.271
Đồng Nai,48.1,3,4,2,Nhà phố,13.796
Cần Thơ,31.8,1,2,3,Đất nền,5.662
Quảng Ninh,85.9,2,1,2,Đất nền,10.455
Hải Phòng,85.3,3,4,1,Chung cư,11.245
Đà Nẵng,108.7,2,2,1,Chung cư,13.861
Hải Phòng,186.1,3,3,2,Nhà phố,21.27
Cần Thơ,172.0,4,5,2,Nhà trọ,10.63
Bình Dương,63.6,3,2,3,Nhà phố,11.281
Đà Nẵng,41.4,1,1,3,Nhà phố,8.378
TP.HCM,42.9,2,2,2,Chung cư,9.778
Hải Phòng,57.9,3,2,3,Đất nền,6.775
